Manjeshwar,237875,5,10.6
Pavoor,4798,9,2.2
Vorkady,8787,13,2.6
Pathur,6383,13,4.2
Kodalamogaru,5788,5,7.7
Koliyoor,2743,20,7.7
Kaliyoor,2323,16,7.6
Talikala,1847,8,12.4
Meenja,4144,8,1.7
Kadambar,2616,2,6.0
Moodambail,4779,14,9.7
Kuloor,3381,14,10.2
Majibail,1485,13,9.2
Badaje,8170,5,1.3
Mulinja,3841,8,13.6
Kodibail,3614,1,13.3
Ichilangod,4148,7,5.1
Heroor,3195,11,3.9
Kubanoor,2178,19,11.8
Bekoor,1856,3,2.2
Kayyar,4268,14,6.1
Kudalmarkala,7081,5,13.2
Paivalike,9034,14,12.8
Chippar,2834,20,11.9
Bayar,11057,7,2.2
Badoor,5536,18,6.9
Angadimogaru,2552,13,3.7
Mugu,2951,6,11.5
Maire,5080,4,11.2
Enmakaje,12697,15,0.3
Kattukukke,3955,4,1.0
Padre,5092,3,1.8
Badiyadka,10694,17,11.9
Nirchal,12369,1,5.0
Bela,11144,4,9.4
Puthige,5441,5,5.2
Edanad,2922,6,2.5
Kannur,2421,3,12.0
Kidoor,2569,1,12.3
Ujarulvar,1328,15,4.6
Bombrana,3759,7,12.3
Arikady,8001,7,10.0
Ichilampady,4001,2,2.8
Ubrangala,3611,11,14.3
Kumbadaje,11161,15,10.5
Nettanige,6305,12,14.0
Bellur,3936,16,3.3
Kasaragod,208968,8,0.1
Patla,5481,6,4.8
Kalnad,18029,13,13.9
Payyannur,179741,4,12.3
Ramanthali,25711,16,0.2
Peralam,7607,8,12.5
Kankole,10665,11,7.5
Alapadamba,8660,3,1.5
Eramam,9448,19,14.9
Perinthatta,5416,12,7.1
Kuttoor,8143,14,11.0
Vellora,10239,3,10.2
Peringome,16721,19,10.8
Vayakkara,18687,10,14.8
Pulingome,10672,16,14.4
Thirumeni,8611,7,14.6
Panapuzha,11355,6,4.9
Mattool,27806,9,11.5
Taliparamba,187567,7,11.0
Thimiri,18044,19,2.9
Alakode,33173,15,10.1
Vellad,25875,14,8.0
New Naduvil,20369,15,12.3
Kooveri,19033,16,13.9
Panniyoor,12382,20,5.8
Kuttiyeri,12473,15,2.5
Pattuvam,15659,1,8.9
Chuzhali,14759,20,10.3
Chengalai,15800,17,13.9
Irikkur,159443,2,10.8
Nediyanga,15859,1,9.8
Eruvassy,19216,10,3.4
Payyavoor,22998,1,2.0
Nuchiyad,12686,17,0.6
Vayathur,22743,20,10.0
Padiyoor,12114,4,12.8
Kalliad,9410,6,1.3
Sreekandapuram,17630,13,3.2
Malapattam,9628,10,9.3
Kayaralam,17159,1,2.3
Kannur,0,3,6.7
Edakkad,0,5,11.9
Iritty,149915,9,11.2
Pattannur,15003,14,14.4
Chavassery,22480,8,9.6
Keezhur,16597,3,14.6
Payam,15429,12,4.8
Vilamana,14059,6,14.0
Ayyankunnu,22436,7,1.7
Aralam,29328,11,5.1
Thillenkeri,14583,19,8.7
Peravoor,136313,20,8.4
Kottiyoor,16698,20,14.5
Mananthavady,260544,11,4.4
Thirunelly,12878,1,2.2
Thrissilery,16818,18,7.8
Payyampally,13311,18,6.0
Mananthavady,34663,10,6.4
Thavinhal,17840,16,9.2
Periya,11174,12,1.1
Thondernad,11752,1,0.3
Valat,10799,13,11.8
Edavaka,16737,11,13.3
Nalloornad,16928,14,7.6
Cherukottur,11462,15,9.2
Panamaram,12683,18,1.6
Anchukunnu (Part),19069,6,1.4
Porunnanore,22137,8,11.0
Vellamunda,18069,9,13.0
Kanjirangad,11811,6,5.4
Nadavayal (Part),2413,17,8.0
Kalpetta,234439,11,14.2
Anchukunnu (Part),9,10,13.1
Nadavayal (Part),4367,20,13.2
Poothadi (Part),58,14,7.8
Purakkadi (Part),194,3,7.1
Padinharethara,16146,14,7.6
Kuppadithara,9761,1,2.4
Kottathara ,17295,17,11.5
Kaniambetta,29363,20,4.2
Muttil North ,12382,5,7.5
Muttil South (Part),22329,9,13.6
Vengappally,11692,4,1.7
Kavumannam,10106,3,3.5
Thariyode,1653,4,0.4
Achooranam,11998,8,13.1
Pozhuthana,6406,6,7.6
Kunnathidavaka,10309,1,0.4
Chundale,7996,14,0.2
Kottappadi (Part),23384,2,1.7
Thrikkaipatta (Part),8551,5,11.6
Muppainad,22892,12,1.8
Vellarimala,7548,18,12.5
Sulthan Bathery,290857,5,11.8
Nadavayal (Part),9015,18,5.0
Poothadi (Part),14520,16,2.3
Pulpalli,28322,8,13.9
Padichira,28970,19,0.6
Kidanganad,9122,13,2.4
Irulam,21052,11,4.0
Purakkadi (Part),20828,20,10.1
Krishnagiri,12952,14,11.9
Sulthanbathery,23333,8,10.9
Vadakara,28650,20,3.2
Onchiam,28650,13,9.0
Thuneri,57070,8,8.8
Vanimel,25680,7,1.5
Vilangad,3778,12,8.8
Purameri,27612,2,5.7
Kunnummal,139895,2,14.0
Thinoor,5148,8,4.9
Kavilumpara,19212,19,11.7
Kayakkodi,24578,10,12.8
Narippatta,21381,6,2.3
Velom,26738,13,6.8
Kuttiadi,19351,6,5.9
Maruthonkara,23487,10,0.2
Thodannur,14429,9,7.7
Thiruvallur,14429,18,14.3
Melady,23576,16,9.2
Payyoli,23576,5,5.1
Perambra,122773,14,7.6
Cheruvannur,23388,7,11.0
Palery,14680,6,13.4
Changaroth,17427,4,14.4
Chempanoda,5398,15,3.4
Chakkittapara (Part),9932,19,7.4
Perambra,11336,5,8.2
Nochad,26857,2,8.2
Kayanna (Part),13434,3,12.4
Koorachundu (Part),321,7,11.7
Balusseri,116981,9,11.4
Chakkittapara (Part),1831,9,14.5
Kottur,12205,14,14.3
Kayanna (Part),3342,14,8.5
Koorachundu (Part),11981,6,3.9
Kanthalad (Part),9946,10,13.4
Avitanallur,18398,14,6.5
Kinalur,9930,2,1.3
Unnikulam,24912,6,8.6
Sivapuram,24436,18,6.6
Panthalayani,75339,20,0.5
Moodadi,30170,20,1.1
Arikkulam (Part),18378,14,0.0
Chengottukavu,26791,6,14.6
Koduvally,260835,17,5.4
Kanthalad (Part),57,19,12.2
Kizhakkoth,31261,2,9.9
Vavad,14818,7,8.1
Raroth,33286,13,7.3
Kedavur,27273,4,14.6
Puthuppadi,25965,6,5.5
Engapuzha,18244,7,7.9
Areekode,245828,11,9.6
Vettilappara,8696,7,11.5
Cheekkode,22413,5,2.8
Areekode,31563,18,13.2
Urangattiri,31601,8,8.3
Kavanoor,37977,15,11.2
Kuzhimanna,34413,14,0.1
Muthuvallur,36482,12,5.7
Pulpatta,42683,14,6.8
Kondotty,106369,2,7.4
Vazhakkad,35774,14,6.6
Pulikkal,40133,7,5.7
Nediyiruppu,30462,12,12.2
Wandoor,368534,19,11.3
Perakamanna,19696,4,8.0
Edavanna,26432,17,8.9
Karakunnu,16525,12,8.5
Trikkalangode,15112,20,9.0
Elankur,20453,2,12.5
Vettikkattiri,22333,17,5.7
Chembrasseri,14474,20,6.1
Pandikkad,18406,18,9.6
Pullipadam (Part),9740,7,1.0
Mambad,25521,17,2.5
Thiruvali,27734,14,3.6
Porur,29561,9,2.6
Wandoor,50973,15,1.2
Thuvvur,29991,13,5.7
Kerala Estate,14871,15,8.9
Karuvarakundu,26712,1,10.7
Malappuram,122893,3,6.9
Morayur,33960,3,1.9
Pookkottur,37636,4,7.3
Pandalur,17375,1,4.3
Ponmala,33922,20,5.6
Nilambur,312590,19,1.9
Pullipadam (Part),1355,17,6.0
Akampadam,16964,13,0.3
Kurumbilangode,21803,6,2.9
Chungathara,35406,19,10.6
Edakkara,60573,10,1.3
Vazhikkadavu,47322,10,13.6
Amarambalam,35975,15,2.6
Karulai,25758,3,9.0
Chekkode,19510,5,5.1
Kalikavu,22018,12,14.7
Vellayur,25906,13,12.4
Perintalmanna,224563,16,0.5
Edappatta,22729,3,9.4
Melattur,27250,10,5.1
Thrithala,160180,2,7.8
Anakkara,24699,6,11.1
Pattithara,33157,2,3.1
Kappur,31337,8,7.9
Chalissery,24238,4,5.9
Nagalassery,27606,17,9.9
Thirumittacode-I,19143,5,2.9
Pattambi,206273,9,14.2
Parudur,26638,18,12.8
Thiruvegapura,33942,8,6.7
Vilayur,23389,6,12.2
Kulukkallur,27971,9,8.1
Nellaya,36146,20,11.4
Vallapuzha,28018,3,11.5
Koppam,30169,3,1.6
Sreekrishnapuram,178585,16,8.9
Cherpulacherry,34899,9,11.3
Vellinezhi,20168,20,0.5
Karimpuzha-I,19287,4,11.6
Karimpuzha-II,12830,2,9.3
Kadampazhipuram-II,15363,5,6.2
Kadampazhipuram-I,16003,9,2.4
Sreekrishnapuram -I,14797,2,0.5
Sreekrishnapuram -II,14736,12,0.0
Thrikkadeeri -II,15357,6,7.3
Thrikkadeeri -I,15005,6,4.2
Kongad-II (Part),140,4,0.2
Ottappalam,135010,10,10.1
Ananganadi,24445,11,2.3
Chalavara,23466,11,12.0
Vaniyamkulam-I,15965,13,0.3
Ambalapara - II,24889,8,1.6
Ambalapara - I,13387,3,13.7
Lakkidi-Perur- I ,13358,8,4.7
Lakkidi-Perur- II (Part),19401,13,2.3
Mannur (Part),5,2,2.3
Mankara (Part),94,19,4.8
Palakkad,172514,1,5.3
Lakkidi-Perur- II (Part),58,19,14.4
Kongad-II (Part),15212,5,12.1
Keralassery,15022,11,1.2
Mannur (Part),19800,9,8.4
Mankara (Part),18687,6,7.7
Kongad-I,14808,14,7.9
Mundur-II,10314,2,12.6
Mundur-I,20334,14,12.7
Parli-I,17369,15,12.0
Parli-II,17082,6,14.6
Kannadi-II (Part),2698,16,7.7
Kodumba,21130,2,13.4
Chowwannur,30575,6,5.2
Perumpilavu,9896,20,12.7
Chowwannur (Part),6907,16,4.8
Mangad (Part),3989,19,8.5
Kanipayyur (Part),3245,12,13.2
Chemmanthatta,6538,3,7.0
Wadakkanchery,125557,19,7.1
Kadangode,9016,1,8.8
Thichur,8165,19,11.4
Arangottukara,3013,13,9.8
Pallur,7197,9,12.4
Thalassery,3318,5,6.6
Pilakkad,3276,14,3.6
Varavoor,8944,4,4.8
Attoor,7327,13,5.6
Mullurkara,13491,15,6.1
Kanjirakode,4474,4,9.7
Vellarakkad,5771,11,5.0
Vellattanjur,6704,6,14.1
Thayyur,4740,13,11.8
Kiralur,2261,2,8.3
Parlikad,4771,3,13.3
Puthuruthy,4390,9,0.1
Thekkumkara,15267,7,14.6
Karumathara,3814,6,0.3
Viruppakka,2037,7,6.0
Manalithara,7581,2,5.2
Pazhayannur,135913,4,3.2
Painkulam,9517,8,10.8
Mayannur,6660,17,12.3
Pampady,3515,16,7.2
Thiruvilwamala,11793,16,8.8
Vadakkethara,10261,2,2.5
Kondazhy,11507,6,7.4
Chelakode,4236,7,4.4
Venganellur,10664,19,12.9
Killimangalam,9119,20,6.7
Panjal,6388,7,0.1
Kurumala,3536,13,6.7
Thonnurkara,6799,13,5.4
Pangarappilly,5467,17,13.6
Pulakode,6456,18,11.0
Pazhayannur,16688,11,14.6
Vennur,3023,4,12.1
Elanad,10284,20,13.2
Chavakkad,22929,8,5.8
Kadappuram (Part),22929,8,6.8
Talikkulam,77753,8,6.0
Kadappuram (Part),9,9,10.5
Engandiyur,23101,3,6.7
Parakkadavu (Part),47199,13,5.9
Parakkadavu,30766,19,0.4
Kunnukara,16433,9,5.4
Chalakudy (Part),348,6,13.1
Kuttampuzha (Part),348,14,10.0
Koovappady,100384,7,6.0
Kodanad,14244,3,9.2
Kombanad,10976,12,8.5
Vengoor,10961,14,6.4
Vengoor West,17355,7,6.6
Asamannoor,19311,19,5.2
Rayamangalam,27537,3,14.1
Vazhakulam,51142,12,6.1
Arakapady,17779,18,13.2
Pattimattom (Part),10177,11,5.0
Kizhakkambalam,23186,18,9.0
Vadavukode,114574,12,0.6
Irapuram ,19137,11,6.2
Mazhuvannoor,14946,4,5.7
Pattimattom (Part),11418,17,8.5
Vadavukode,2377,16,5.1
Aikaranad North,20316,16,12.9
Aikaranad South,21053,9,14.7
Thiruvaniyoor,25327,20,13.7
Angamaly,113930,20,2.4
Karukutty,28076,16,11.6
Mookkannoor,19009,2,5.5
Ayyampuzha,14253,5,8.1
Manjapra,15312,3,1.8
Malayattoor,14494,5,10.6
Thuravoor,22786,8,14.2
Alangad,0,14,11.6
Paravur,10813,7,4.3
Ezhikkara,10813,17,7.1
Vypin,102093,5,6.3
Kuzhuppilly,23858,3,8.8
Pallippuram,32321,13,11.3
Edavanakkad,21787,10,4.2
Nayarambalam,24127,7,8.3
Palluruthy,14928,18,3.0
Chellanam,14928,4,3.5
Edapally,546,6,10.8
Thrikkakara North (Part),546,19,4.0
Mulamthuruthy,32428,6,0.4
Edakkattuvayal,11912,7,11.8
Kaippattur,6246,20,13.8
Kulayettikara,7914,14,4.2
Keecherry,6356,6,10.3
Vyttila,0,14,3.5
Muvattupuzha (Part),150753,5,13.3
Muvattupuzha (Part),642,12,3.5
Kumaramangalam (Part),642,15,14.9
Kothamangalam (Part),105,9,5.9
Kumaramangalam (Part),15,2,9.3
Kodikulam (Part),90,8,11.9
Devikulam,121577,16,8.7
Marayoor,12399,9,12.3
Keezhanthoor,4205,20,11.6
Kanthalloor,6758,8,9.0
Kottakamboor,2405,11,9.7
Vattavada,3292,13,11.9
Kannan Devan Hills,55738,11,4.3
Mankulam,9595,4,13.4
Chinnakanal,12005,10,9.5
Poopara (Part),7971,1,11.2
Rajakumari (Part),427,2,10.4
Santhanpara,6782,12,9.0
Adimali,126262,18,5.3
Mannamkandam,40593,1,13.7
Anaviratty,5050,13,10.0
Pallivasal,10875,10,13.1
Kunjithanny,12202,16,13.9
Vellathuval,14509,18,2.4
Konnathady,29092,9,10.3
Rajakkad (Part),1288,17,14.8
Baisonvally,12653,17,11.5
Nedumkandam,147661,3,11.0
Rajakkad (Part),15198,5,4.9
Poopara (Part),260,5,10.8
Rajakumari (Part),15826,14,12.0
Kanthippara,10901,14,9.8
Chathurangapara,4177,12,11.5
Udumbanchola,10064,7,1.5
Kalkoonthal (Part),23009,10,8.4
Parathodu,20417,17,0.6
Pampadumpara,17336,20,5.6
Karunapuram,30473,2,2.4
Idukki,124516,9,10.1
Vathikudy,26359,2,11.6
Upputhode,8755,5,2.0
Thankamony,24389,6,4.1
Kanjikuzhi,26809,10,10.7
Idukki,21724,8,2.2
Arakkulam (Part),11716,11,0.2
Kudayathoor (Part),444,8,11.7
Elappally,4320,5,4.3
Kattappana,178506,2,0.4
Kalkoonthal (Part),18997,14,1.4
Vandanmedu,12138,4,13.5
Kattappana,42646,17,4.1
Uzhavoor,147771,12,13.9
Veliyannoor,9917,19,0.5
Monippally,10733,7,13.6
Uzhavoor,9063,11,1.6
Vellilappally (Part),15208,8,1.6
Ramapuram (Part),14187,2,5.6
Kurichithanam,9383,1,8.0
Kuravilangad,18033,6,14.0
Kanakkari (Part),22744,15,3.2
Elackad,13333,6,9.7
Kidangoor,25170,18,2.4
Lalam,104452,14,10.0
Vellilappally (Part),1301,1,4.5
Ramapuram (Part),2741,13,8.8
Kadanad,14692,11,3.1
Thalappalam (Part),75,9,12.1
Bharananganam (Part),15666,13,4.1
Lalam (Part),9137,15,12.7
Vallichira,13716,6,0.3
Puliyannoor (Part),15414,10,7.8
Meenachil (Part),15608,14,8.5
Poovarany,16102,17,14.5
Erattupetta,97329,12,6.9
Melukavu,9385,5,1.0
Moonilavu,9213,15,9.4
Poonjar Vadakkekara,8222,9,9.7
Teekoy,9418,18,1.8
Thalappalam (Part),9360,6,1.2
Bharananganam (Part),1483,4,3.1
Kondoor,20510,13,8.2
Poonjar Thekkekara,19470,10,2.8
Poonjar Nadubhagam,10268,7,5.7
Ettumanoor,61873,16,6.6
Kanakkari (Part),49,9,3.1
Arpookara,23366,20,12.7
Kaipuzha,6328,14,3.0
Onamthuruth,13375,4,5.2
Peroor,18691,14,3.6
Kumarakam (Part),64,19,6.7
Vaikom,125092,11,10.5
Chempu,21049,3,8.4
Kulasekharamangalam,21728,7,5.3
Vadakkemuri (Part),17019,15,13.0
Naduvile (Part),8593,9,8.8
Vaikom (Part),19511,16,13.1
Thalayazham,20151,18,1.1
Vechoor,17041,9,10.8
Kaduthuruthy,162088,18,7.2
Velloor,22785,6,5.1
Mulakulam,22360,4,10.7
Veliyanad (Part),83453,10,3.8
Pulinkunnu,15210,7,11.1
Kunnumma,14252,9,14.4
Kavalam,13089,17,12.0
Neelamperoor,5841,4,13.2
Veliyanad,12501,16,4.3
Ramankary,10755,11,10.1
Edathua  (Part),2605,7,1.2
Muttar,9200,6,12.4
Thaikattussery,41303,10,10.9
Perumbalam,9733,19,2.8
Panavally,31570,6,0.7
Pattanakkad,80918,10,5.8
Thuravoor Thekku,28802,9,12.1
Pattanakkad,31629,1,3.2
Kadakkarappally,20487,2,11.5
Kanjikkuzhi,71424,8,2.1
Cherthala North (Part),13945,3,2.2
Cherthala South (Part),26157,5,11.8
Mararikkulam North,31322,14,7.7
Aryad,29808,20,10.6
Kalavoor,29808,9,10.9
Aryad South (Part) (UI),0,8,12.1
Ambalappuzha ,73790,5,3.2
Ambalappuzha,33939,4,3.3
Karumady  (Part),10069,16,12.4
Purakkad,29782,14,8.5
Champakkulam,113022,8,10.9
Mullakkal (Part) ,497,19,4.0
Karumady (Part),3068,18,0.2
Kainakary North,8292,20,0.9
Kainakary South,15405,6,4.4
Champakkulam,15848,11,5.7
Nedumudi,14601,12,6.6
Thakazhy,15758,16,3.0
Edathua  (Part),19094,5,1.6
Thalavady (Part),20459,10,3.0
Pulikkeezh (Part),97,5,2.3
Thalavady (Part),97,18,10.3
Haripad,90356,17,0.9
Karuvatta,14755,5,12.6
Cheruthana,12882,6,7.5
Veeyapuram,11392,9,14.7
Pallippad,24648,2,7.6
Thrikkunnapuzha,26679,3,0.2
Muthukulam,29264,4,8.1
Arattupuzha,29264,15,14.9
Chengannur,144927,6,3.7
Ennakkad,18444,1,12.4
Pandanad (Part),11489,11,9.6
Veliyanad (Part),83,13,12.4
Peringara (Part),83,1,5.4
Pulikkeezh (Part),87619,5,6.9
Niranam,10770,11,12.3
Kadapra,23502,13,6.0
Nedumpuram,12694,10,6.0
Peringara (Part),14357,17,7.6
Kavumbhagom (Part),6644,12,9.4
Kuttoor,19652,8,9.4
Kulanada (Part),66775,18,9.3
Kulanada,21217,5,4.8
Mezhuveli,16863,10,8.2
Kidangannur,14264,4,3.6
Aranmula,14431,18,11.5
Bharanikkavu (Part),44,7,7.4
Pallickal (Part),44,18,10.8
Mallappally,118203,17,10.2
Kaviyoor,16852,9,13.2
Kunnamthanam,20573,12,4.2
Kallooppara,16837,15,8.6
Mallappally,17693,10,10.5
Anicad,14678,3,8.9
Kottangal,17174,16,0.5
Perumpetty,14396,14,6.7
Koipuram,120731,3,1.4
Eraviperoor,25172,5,1.3
Koipuram,26425,11,11.8
Thottapuzhassery,14469,4,8.6
Ezhumattoor,10698,1,9.6
Thelliyoor,8101,16,13.7
Puramattam,14069,12,8.1
Ayiroor,21797,12,8.5
Ranni,164463,12,0.1
Chethakkal,15027,17,5.5
Kollamula,22449,6,2.5
Perunad,15018,14,10.9
Athikkayam,9548,12,10.3
Pazhavangadi,20068,16,1.6
Angadi,14855,13,11.0
Ranni (Part),13345,6,6.6
Vadasserikkara (Part),21755,6,13.1
Chittar-Seethathodu,31969,7,0.3
Mylapra (Part),100,12,8.6
Thannithode (Part),329,15,11.4
Elanthoor,92484,16,4.2
Cherukole,12169,14,13.6
Mallapuzhassery,11784,1,3.6
Elanthoor,15344,6,5.1
Chenneerkara,19124,16,1.1
Omalloor,17611,19,4.0
Varkala,159846,3,13.1
Edava,25994,15,7.7
Ayiroor,25307,14,9.7
Chemmaruthy,32444,1,6.5
Ottoor,16085,16,6.6
Vettoor-Cherunniyoor ,36818,4,8.1
Manamboor,23198,18,9.6
Kilimanoor,198519,17,14.9
Navaikulam,26551,15,14.3
Pallickal,16873,11,14.4
Madavoor,21118,16,4.2
Kudavoor,14151,5,7.5
Vellalloor,11440,10,10.2
Kilimanoor,20515,6,10.8
Pazhayakunnummel,24608,5,8.9
Pulimath,22045,19,2.6
Koduvazhannoor,10248,14,6.4
Nagaroor,15072,1,4.1
Karavaram,15898,1,3.4
Chirayinkeezhu,78143,13,0.6
Elamba-Mudakkal,20314,16,7.3
Attingal-Avanavancherry (Part),5290,9,5.7
Kadakkavoor,22632,20,9.7
Sarkara-Chirayinkeezhu,29907,15,3.7
Vamanapuram,216222,16,10.7
Nellanad,25981,2,12.7
Vamanapuram,21038,3,5.4
Kallara,25844,5,12.6
Pangode,29039,16,8.3
Peringamala,19164,16,1.8
Thennoor (Part),10344,4,13.8
Palode,14922,7,3.2
Kurupuzha,10167,11,3.0
Pullampara,21817,17,9.9
Koliyakode,19274,4,6.8
Manikkal,18632,11,10.6
Vellanad,192465,8,10.3
Thennoor (Part),1302,7,8.3
Tholicode,31784,8,9.6
Vithura,18437,13,11.8
Mannoorkara,18343,16,5.2
Aryanad,26361,17,11.5
Uzhamalackal,21472,20,9.6
Aruvikkara (Part),513,19,7.4
Vellanad,28667,11,1.3
Perumkulam,19202,5,6.7
Veeranakavu,26384,20,9.2
Nedumangad,119714,19,0.8
Panavoor,20348,12,8.7
Theakada,13567,16,4.9
